wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country,popularity_score,value_for_money,popularity_rank,value_rank,combined_rank
Pomerol,Vieux Château Certan Pomerol 2009,2009,4.4,10374,4.6,354,564.6666666666666,0,France,40.68705500160993,0.007792207792207793,638.0,1331.0,984.5
Tignanello,Antinori Tignanello 1998,1998,4.5,142513,4.5,937,546.6666666666666,1,Italie,53.402348261699956,0.008231707317073171,7.0,1278.0,642.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2004,2004,4.6,28198,4.6,1392,1565.0,0,France,47.136229129156405,0.002939297124600639,235.0,1872.0,1053.5
Pessac-Léognan Blanc (Grand Cru Classé de Graves),Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2009,2009,4.5,1206,4.6,49,2705.0,0,France,31.92778969779209,0.0016635859519408503,1441.0,2015.0,1728.0
Sassicaia,Tenuta San Guido Sassicaia 2007,2007,4.6,107646,4.6,3612,796.6666666666666,0,Italie,53.29837538537822,0.005774058577405858,23.0,1515.0,769.0
Pomerol,Château La Fleur-Pétrus Pomerol 2010,2010,4.5,12214,4.6,597,768.3333333333333,1,France,42.34652151202386,0.005856832971800435,523.0,1507.0,1015.0
Pomerol,Château La Fleur-Pétrus Pomerol 2010,2010,4.5,12214,4.6,597,768.3333333333333,1,France,42.34652151202386,0.005856832971800435,523.0,1507.0,1015.0
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 2001,2001,4.6,45350,4.7,1462,1565.0,0,France,49.3219610954991,0.002939297124600639,118.0,1872.0,995.0
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2006,2006,4.6,39605,4.6,1312,1636.6666666666667,0,France,48.69886899873255,0.0028105906313645617,151.0,1891.0,1021.0
Beckstoffer To Kalon Vineyard Cabernet Sauvignon,Paul Hobbs Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2005,2005,4.6,1557,4.5,65,346.6666666666667,0,États-Unis,33.81237439043639,0.013269230769230768,1296.0,966.0,1131.0
Series C,Vilafonté Series C 2007,2007,4.5,3027,4.5,95,86.66666666666667,0,Afrique du Sud,36.068972890597735,0.05192307692307692,1092.0,162.0,627.0
Clos des Lambrays Grand Cru,Domaine des Lambrays Clos des Lambrays Grand Cru 2009,2009,4.4,6431,4.4,444,1195.0,1,France,38.583095434993396,0.003682008368200837,826.0,1769.0,1297.5
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2011,2011,4.6,39283,4.5,941,2166.6666666666665,0,France,48.66131681776812,0.0021230769230769233,166.0,1956.0,1061.0
Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2008,2008,4.5,463,0.0,17,4270.0,0,France,27.619771743388053,0.001053864168618267,1747.0,2068.0,1907.5
Ornato Barolo,Pio Cesare Ornato Barolo 2006,2006,4.4,5469,4.5,200,283.3333333333333,0,Italie,37.8701446787258,0.015529411764705885,920.0,840.0,880.0
Barbaresco,Gaja Barbaresco 2007,2007,4.5,24516,4.6,676,918.3333333333334,0,Italie,45.4818656007253,0.004900181488203267,341.0,1613.0,977.0
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 1998,1998,4.6,45350,4.7,1869,1565.0,0,France,49.3219610954991,0.002939297124600639,118.0,1872.0,995.0
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 1999,1999,4.6,39283,4.7,1676,1935.0,0,France,48.66131681776812,0.0023772609819121444,166.0,1925.0,1045.5
Ornato Barolo,Pio Cesare Ornato Barolo 2008,2008,4.4,5469,4.5,397,238.33333333333331,1,Italie,37.8701446787258,0.018461538461538463,920.0,713.0,816.5
Barbaresco,Gaja Barbaresco 1997,1997,4.5,24516,4.7,627,796.6666666666666,1,Italie,45.4818656007253,0.005648535564853557,341.0,1521.0,931.0
Bric Dël Fiasc Barolo,Paolo Scavino Bric Dël Fiasc Barolo 2000,2000,4.3,4947,4.4,178,325.0,0,Italie,36.57810742827915,0.01323076923076923,1044.0,972.0,1008.0
Félix Callejo (Viñedos de la Familia),Callejo Félix Callejo (Viñedos de la Familia) 2005,2005,4.3,1341,4.5,212,406.0,0,Espagne,30.965034798111216,0.010591133004926107,1494.0,1113.0,1303.5
Galatrona,Petrolo Galatrona 2008,2008,4.3,7971,4.4,433,283.3333333333333,0,Italie,38.62933050804007,0.015176470588235295,821.0,859.0,840.0
Barbaresco,Gaja Barbaresco 1998,1998,4.5,24516,4.6,733,626.6666666666667,1,Italie,45.4818656007253,0.007180851063829786,341.0,1380.0,860.5
Sorì San Lorenzo,Gaja Sorì San Lorenzo 2001,2001,4.6,3857,4.6,198,1366.6666666666667,0,Italie,37.98516680775785,0.003365853658536585,910.0,1814.0,1362.0
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 2004,2004,4.6,3375,4.7,313,1228.3333333333333,0,Italie,37.37109277521049,0.003744911804613297,957.0,1767.0,1362.0
Cabernet Sauvignon,Leonetti Cabernet Sauvignon 2008,2008,4.5,3087,4.6,125,238.33333333333331,0,États-Unis,36.15729761025971,0.01888111888111888,1081.0,701.0,891.0
La Grande Dame Brut Champagne,Veuve Clicquot La Grande Dame Brut Champagne 2008,2008,4.5,17474,4.5,2702,555.0,0,France,43.958112033861184,0.008108108108108109,440.0,1293.0,866.5
Tignanello,Antinori Tignanello 2009,2009,4.5,142513,4.5,6923,441.6666666666666,0,Italie,53.402348261699956,0.01018867924528302,7.0,1132.0,569.5
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 2011,2011,4.6,45350,4.6,747,1004.5333333333332,0,France,49.3219610954991,0.004579240775152642,118.0,1662.0,890.0
Barbaresco Rabajà,Bruno Rocca Barbaresco Rabajà 2007,2007,4.3,5469,4.5,176,295.0,0,Italie,37.009459572391116,0.014576271186440677,988.0,890.0,939.0
Sperss Barolo,Gaja Sperss Barolo 2008,2008,4.6,10950,4.6,563,626.6666666666667,0,Italie,42.78503578212537,0.007340425531914893,498.0,1368.0,933.0
Scrio,Le Macchiole Scrio 2008,2008,4.3,2322,4.4,144,268.3333333333333,0,Italie,33.3257918977087,0.016024844720496895,1334.0,813.0,1073.5
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2008,2008,4.6,39605,4.6,739,1395.0,0,France,48.69886899873255,0.003297491039426523,151.0,1826.0,988.5
Châteauneuf-du-Pape,Château de Beaucastel Châteauneuf-du-Pape 2007,2007,4.4,38998,4.4,2043,225.0,0,France,46.513568823680345,0.01955555555555556,262.0,680.0,471.0
Pauillac (Grand Cru Classé),Château Lynch-Bages Pauillac (Grand Cru Classé) 1990,1990,4.4,55808,4.6,1319,825.0,0,France,48.090559031982075,0.005333333333333334,200.0,1564.0,882.0
Messorio,Le Macchiole Messorio 2008,2008,4.5,5514,4.5,317,560.0,1,Italie,38.76770516212684,0.008035714285714285,804.0,1299.0,1051.5
Barolo Cerequio,Michele Chiarlo Barolo Cerequio 2006,2006,4.3,3839,4.4,236,200.0,0,Italie,35.487758938503426,0.0215,1146.0,622.0,884.0
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2008,2008,4.7,7544,4.7,754,3956.6666666666665,0,France,41.96398677427248,0.0011878685762426286,554.0,2054.0,1304.0
Giorgio Bartholomäus,Tenuta Argentiera Giorgio Bartholomäus 2008,2008,4.4,554,4.5,99,821.6666666666666,0,Italie,27.795524621688052,0.005354969574036512,1735.0,1563.0,1649.0
Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 2000,2000,4.7,7947,4.7,276,975.0,0,Italie,42.20858395631885,0.004820512820512821,533.0,1629.0,1081.0
Sperss Barolo,Gaja Sperss Barolo 1998,1998,4.6,10950,4.6,555,640.8333333333334,0,Italie,42.78503578212537,0.007178153446033809,498.0,1394.0,946.0
Pomerol,Château La Fleur-Pétrus Pomerol 1998,1998,4.5,12214,4.5,445,911.6666666666666,1,France,42.34652151202386,0.004936014625228519,523.0,1603.0,1063.0
Luce,Tenuta Luce Luce 2005,2005,4.4,17470,4.4,365,310.0,0,Italie,42.980257773763654,0.014193548387096775,493.0,908.0,700.5
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,Salon Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 1997,1997,4.7,9564,4.7,1325,3388.333333333333,0,France,43.079078244317614,0.0013871126414166258,487.0,2038.0,1262.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1993,1993,4.6,28198,4.6,667,1281.6666666666667,0,France,47.136229129156405,0.0035890767230169047,235.0,1782.0,1008.5
Tenuta Guado al Tasso Bolgheri Superiore,Antinori Tenuta Guado al Tasso Bolgheri Superiore 1999,1999,4.5,33392,4.4,750,370.0,0,Italie,46.87232233192641,0.012162162162162163,252.0,1019.0,635.5
R.D Extra Brut Champagne (Récemment Dégorgé),Bollinger R.D Extra Brut Champagne (Récemment Dégorgé) 2008,2008,4.6,7737,4.6,81,399.9866666666667,0,France,41.18733875492749,0.011500383346111536,615.0,1053.0,834.0
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 1985,1985,4.6,2876,4.7,36,1281.6666666666667,0,Italie,36.63511630666831,0.0035890767230169047,1030.0,1782.0,1406.0
Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 1995,1995,4.7,7947,4.8,88,1078.3333333333333,0,Italie,42.20858395631885,0.0043585780525502325,533.0,1685.0,1109.0
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2008,2008,4.6,39283,4.5,753,3569.0,0,France,48.66131681776812,0.001288876435976464,166.0,2045.0,1105.5
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 2004,2004,4.6,3955,4.6,182,1281.6666666666667,0,Italie,38.10058504892807,0.0035890767230169047,886.0,1782.0,1334.0
Barbaresco,Gaja Barbaresco 1989,1989,4.5,24516,4.5,213,1067.5,0,Italie,45.4818656007253,0.004215456674473068,341.0,1707.0,1024.0
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 2002,2002,4.6,45350,4.6,1292,1395.0,0,France,49.3219610954991,0.003297491039426523,118.0,1826.0,972.0
Réserve Côtes-du-Rhône,Chateau de Fonsalette Réserve Côtes-du-Rhône 2011,2011,4.4,4027,4.5,137,1281.6666666666667,0,France,36.5234186277464,0.003433029908972692,1050.0,1806.0,1428.0
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 2008,2008,4.6,3375,4.6,163,1971.6666666666667,1,Italie,37.37109277521049,0.0023330515638207944,957.0,1931.0,1444.0
Sassicaia,Tenuta San Guido Sassicaia 2011,2011,4.6,107646,4.6,7165,881.6666666666667,0,Italie,53.29837538537822,0.005217391304347826,23.0,1574.0,798.5
Barolo Cascina Francia,Giacomo Conterno Barolo Cascina Francia 2007,2007,4.5,6045,4.6,432,740.0,0,Italie,39.18144043372001,0.006081081081081081,760.0,1490.0,1125.0
Pomerol,Château Gazin Pomerol 2009,2009,4.2,11645,4.4,601,206.66666666666663,1,France,39.32305516573745,0.020322580645161296,750.0,661.0,705.5
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 2007,2007,4.6,45350,4.6,1062,1565.0,0,France,49.3219610954991,0.002939297124600639,118.0,1872.0,995.0
Barolo Enrico VI,Cordero di Montezemolo Barolo Enrico VI 2007,2007,4.4,3107,4.4,173,198.33333333333331,0,Italie,35.38221680132941,0.022184873949579836,1162.0,597.0,879.5
Tenuta Guado al Tasso Bolgheri Superiore,Antinori Tenuta Guado al Tasso Bolgheri Superiore 1997,1997,4.5,33392,4.5,411,413.3333333333333,1,Italie,46.87232233192641,0.010887096774193548,252.0,1098.0,675.0
Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 2006,2006,4.7,7947,4.7,1269,821.6666666666666,1,Italie,42.20858395631885,0.005720081135902637,533.0,1520.0,1026.5
Cabernet Sauvignon,Leonetti Cabernet Sauvignon 2004,2004,4.5,3087,4.6,36,295.0,0,États-Unis,36.15729761025971,0.015254237288135594,1081.0,857.0,969.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,1998,4.6,22896,4.6,703,1395.0,0,France,46.17810050826266,0.003297491039426523,285.0,1826.0,1055.5
Barolo Brunate,Ceretto Barolo Brunate 2007,2007,4.3,4295,4.4,189,406.80000000000007,0,Italie,35.97038938799893,0.010570304818092426,1096.0,1115.0,1105.5
Redigaffi Toscana,Tua Rita Redigaffi Toscana 2009,2009,4.5,5212,4.5,256,655.0,0,Italie,38.51423522210131,0.006870229007633588,837.0,1421.0,1129.0
Luce,Tenuta Luce Luce 2007,2007,4.4,17470,4.4,358,551.6666666666666,0,Italie,42.980257773763654,0.007975830815709972,493.0,1316.0,904.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1998,1998,4.6,47939,4.6,1211,566.6666666666666,0,Italie,49.577349382470814,0.00811764705882353,91.0,1285.0,688.0
Barolo Brunate,Ceretto Barolo Brunate 2004,2004,4.3,4295,4.5,142,220.0,0,Italie,35.97038938799893,0.019545454545454543,1096.0,686.0,891.0
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2004,2004,4.6,39605,4.6,1947,1338.3333333333337,0,France,48.69886899873255,0.003437110834371107,151.0,1805.0,978.0
Vintage Port,Fonseca Vintage Port 2000,2000,4.5,2614,4.5,145,134.66666666666666,0,Portugal,35.40886602382875,0.03341584158415842,1161.0,359.0,760.0
Tignanello,Antinori Tignanello 2011,2011,4.5,142513,4.5,9926,471.6666666666667,0,Italie,53.402348261699956,0.009540636042402826,7.0,1188.0,597.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,2002,4.6,28198,4.7,473,1395.0,0,France,47.136229129156405,0.003297491039426523,235.0,1826.0,1030.5
Redigaffi Toscana,Tua Rita Redigaffi Toscana 2011,2011,4.5,5212,4.5,248,740.0,0,Italie,38.51423522210131,0.006081081081081081,837.0,1490.0,1163.5
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 1998,1998,4.6,39605,4.6,1482,1395.0,0,France,48.69886899873255,0.003297491039426523,151.0,1826.0,988.5
Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 1999,1999,4.7,7947,4.7,205,971.6666666666666,0,Italie,42.20858395631885,0.00483704974271012,533.0,1625.0,1079.0
Tignanello,Antinori Tignanello 1978,1978,4.5,142513,4.6,101,501.6666666666667,0,Italie,53.402348261699956,0.008970099667774087,7.0,1225.0,616.0
Chambertin Grand Cru,Domaine Armand Rousseau Chambertin Grand Cru 2001,2001,4.7,3401,4.6,135,9991.666666666668,0,France,38.21957648953382,0.0004703919933277731,876.0,2095.0,1485.5
Insignia,Joseph Phelps Vineyards Insignia 1999,1999,4.6,30674,4.6,440,471.6666666666667,0,États-Unis,47.52338507836933,0.009752650176678444,214.0,1173.0,693.5
Pomerol,Pétrus Pomerol 1982,1982,4.7,32157,4.7,1361,12240.0,0,France,48.778411546190256,0.0003839869281045752,145.0,2100.0,1122.5
Pomerol,Château l'Évangile Pomerol 2008,2008,4.5,9531,4.4,384,471.6666666666667,0,France,41.230372153219314,0.009540636042402826,603.0,1188.0,895.5
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2006,2006,4.4,2923,4.5,338,433.33333333333337,1,Italie,35.113609366489484,0.010153846153846154,1196.0,1144.0,1170.0
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 2006,2006,4.6,3955,4.6,224,1223.3333333333337,0,Italie,38.10058504892807,0.003760217983651225,886.0,1764.0,1325.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1994,1994,4.6,47939,4.5,364,640.8333333333334,0,Italie,49.577349382470814,0.007178153446033809,91.0,1394.0,742.5
Valpolicella Superiore Monte Lodoletta,Dal Forno Romano Valpolicella Superiore Monte Lodoletta 1995,1995,4.5,13024,4.5,49,368.33333333333337,0,Italie,42.63547089709045,0.012217194570135745,513.0,1015.0,764.0
Pomerol,Château Clinet Pomerol 2009,2009,4.3,11885,4.6,436,1016.0,1,France,40.34703923311546,0.004232283464566929,679.0,1705.0,1192.0
Pomerol,Château Clinet Pomerol 2009,2009,4.3,11885,4.6,436,1016.0,1,France,40.34703923311546,0.004232283464566929,679.0,1705.0,1192.0
Brunello di Montalcino Riserva,Poggio Antico Brunello di Montalcino Riserva 2003,2003,4.5,1875,4.6,287,318.33333333333337,0,Italie,33.9136377228203,0.01413612565445026,1288.0,915.0,1101.5
Cerretalto Brunello di Montalcino,Casanova di Neri Cerretalto Brunello di Montalcino 1997,1997,4.7,5373,4.6,263,655.0,0,Italie,40.36896594642546,0.00717557251908397,672.0,1397.0,1034.5
Tenuta Tignanello 'Solaia',Antinori Tenuta Tignanello 'Solaia' 2009,2009,4.6,33143,4.7,2186,940.0,1,Italie,47.87949933487189,0.004893617021276595,203.0,1615.0,909.0
Tenuta Tignanello 'Solaia',Antinori Tenuta Tignanello 'Solaia' 2009,2009,4.6,33143,4.7,2186,940.0,1,Italie,47.87949933487189,0.004893617021276595,203.0,1615.0,909.0
Tenuta Tignanello 'Solaia',Antinori Tenuta Tignanello 'Solaia' 2009,2009,4.6,33143,4.7,2186,940.0,1,Italie,47.87949933487189,0.004893617021276595,203.0,1615.0,909.0
Pomerol,Château Trotanoy Pomerol 1995,1995,4.4,7221,4.5,327,711.6666666666666,0,France,39.092894396385205,0.006182669789227167,775.0,1481.0,1128.0
Cabernet Sauvignon,Leonetti Cabernet Sauvignon 2009,2009,4.5,3087,4.5,163,268.3333333333333,0,États-Unis,36.15729761025971,0.01677018633540373,1081.0,788.0,934.5
Toscana Rosso,Tenuta di Trinoro Toscana Rosso 2004,2004,4.5,2799,4.6,102,540.8333333333334,0,Italie,35.71657870281954,0.008320493066255777,1116.0,1266.0,1191.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,4.6,28198,4.6,779,1366.6666666666667,0,France,47.136229129156405,0.003365853658536585,235.0,1814.0,1024.5
Puligny-Montrachet Premier Cru Champ-Canet,J.M. Boillot Puligny-Montrachet Premier Cru Champ-Canet 2006,2006,4.4,1020,0.0,15,295.0,0,France,30.481254787624597,0.014915254237288136,1532.0,868.0,1200.0
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2009,2009,4.6,39605,4.7,628,2135.0,0,France,48.69886899873255,0.002154566744730679,151.0,1948.0,1049.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1999,1999,4.6,47939,4.6,954,453.3333333333333,0,Italie,49.577349382470814,0.010147058823529412,91.0,1147.0,619.0
Sassicaia,Tenuta San Guido Sassicaia 1976,1976,4.6,107646,4.6,38,2276.666666666667,0,Italie,53.29837538537822,0.0020204978038067347,23.0,1970.0,996.5
Redigaffi Toscana,Tua Rita Redigaffi Toscana 2008,2008,4.5,5212,4.6,279,626.6666666666667,0,Italie,38.51423522210131,0.007180851063829786,837.0,1380.0,1108.5
Clos Sainte Hune Riesling Alsace,Trimbach Clos Sainte Hune Riesling Alsace 2005,2005,4.5,4106,4.5,176,825.0,0,France,37.440920689104956,0.005454545454545455,952.0,1551.0,1251.5
Giramonte Toscana,Tenuta Castiglioni Giramonte Toscana 2009,2009,4.4,1678,4.4,214,186.66666666666669,0,Italie,32.67157470291947,0.02357142857142857,1388.0,567.0,977.5
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 2000,2000,4.4,1398,4.6,117,996.6666666666669,0,Italie,31.868310860292528,0.004414715719063544,1455.0,1677.0,1566.0
Luce Brunello di Montalcino,Tenuta Luce Luce Brunello di Montalcino 2005,2005,4.5,6544,4.4,230,281.7333333333333,0,Italie,39.53836745227162,0.01597255087553242,736.0,819.0,777.5
Pauillac (Grand Cru Classé),Château Pontet-Canet Pauillac (Grand Cru Classé) 2009,2009,4.4,47234,4.7,3275,796.6666666666666,1,France,47.35662470544323,0.005523012552301256,227.0,1543.0,885.0
Pauillac (Grand Cru Classé),Château Pontet-Canet Pauillac (Grand Cru Classé) 2009,2009,4.4,47234,4.7,3275,796.6666666666666,1,France,47.35662470544323,0.005523012552301256,227.0,1543.0,885.0
Lupicaia,Castello del Terriccio Lupicaia 2005,2005,4.4,4414,4.4,165,288.3333333333333,0,Italie,36.9271609819934,0.015260115606936419,1000.0,855.0,927.5
Lupicaia,Castello del Terriccio Lupicaia 2004,2004,4.4,4414,4.5,482,341.6666666666667,1,Italie,36.9271609819934,0.012878048780487806,1000.0,984.0,992.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2001,2001,4.6,47939,4.6,1330,825.8333333333333,0,Italie,49.577349382470814,0.005570131180625631,91.0,1536.0,813.5
Châteauneuf-du-Pape,Château de Beaucastel Châteauneuf-du-Pape 2006,2006,4.4,38998,4.4,1841,225.0,0,France,46.513568823680345,0.01955555555555556,262.0,680.0,471.0
Saint-Julien (Grand Cru Classé),Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2001,2001,4.4,28094,4.5,892,711.6666666666666,0,France,45.07056976131977,0.006182669789227167,373.0,1481.0,927.0
Toscana Camartina,Querciabella Toscana Camartina 2004,2004,4.3,3673,4.4,310,268.3333333333333,0,Italie,35.297685397024566,0.016024844720496895,1174.0,813.0,993.5
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 1999,1999,4.6,39605,4.6,1472,1395.0,0,France,48.69886899873255,0.003297491039426523,151.0,1826.0,988.5
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2002,2002,4.6,39605,4.5,1319,1195.0,0,France,48.69886899873255,0.003849372384937238,151.0,1751.0,951.0
Tignanello,Antinori Tignanello 1988,1988,4.5,142513,4.5,216,626.6666666666667,0,Italie,53.402348261699956,0.007180851063829786,7.0,1380.0,693.5
Pomerol,Château Trotanoy Pomerol 2000,2000,4.4,7221,4.6,341,1053.3333333333333,1,France,39.092894396385205,0.004177215189873418,775.0,1711.0,1243.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,2006,4.6,28198,4.6,1061,1060.0,0,France,47.136229129156405,0.004339622641509434,235.0,1689.0,962.0
Sassicaia,Tenuta San Guido Sassicaia 1988,1988,4.6,107646,4.6,517,1779.1666666666663,1,Italie,53.29837538537822,0.0025854800936768152,23.0,1912.0,967.5
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2009,2009,4.4,2678,4.5,102,1906.6666666666667,0,France,34.72843231550492,0.002307692307692308,1222.0,1934.0,1578.0
Sperss Barolo,Gaja Sperss Barolo 1989,1989,4.6,10950,4.6,170,1110.0,0,Italie,42.78503578212537,0.0041441441441441434,498.0,1718.0,1108.0
Brunello di Montalcino Riserva Madonna del Piano,Valdicava Brunello di Montalcino Riserva Madonna del Piano 2001,2001,4.5,3506,4.7,246,697.5,0,Italie,36.73003979466531,0.0064516129032258064,1022.0,1461.0,1241.5
