group_name,wine_name,acidity,intensity,sweetness,tannin,price_euros_liter
Dal Forno Romano Valpolicella Superiore Monte Lodoletta 1995,Valpolicella Superiore Monte Lodoletta,3.5089638,3.4422984,2.3023562,2.86965,368.33333333333337
Château Clinet Pomerol 2009,Pomerol,3.425362,4.233659,1.6924726,3.5278409,1016.0
Poggio Antico Brunello di Montalcino Riserva 2003,Brunello di Montalcino Riserva,3.8509295,3.242533,1.5460424,3.4976366,318.33333333333337
Casanova di Neri Cerretalto Brunello di Montalcino 1997,Cerretalto Brunello di Montalcino,3.8362374,3.50508,1.7550168,3.6501353,655.0
Antinori Tenuta Tignanello 'Solaia' 2009,Tenuta Tignanello 'Solaia',3.0641637,3.4507132,1.8885487,2.9705827,940.0
Château Trotanoy Pomerol 1995,Pomerol,3.4038813,4.1548076,1.6839123,3.5436969,711.6666666666666
Leonetti Cabernet Sauvignon 2009,Cabernet Sauvignon,3.8692966,3.9644887,1.5403899,3.7955115,268.3333333333333
Tenuta di Trinoro Toscana Rosso 2004,Toscana Rosso,3.1433663,3.5229356,2.0958486,3.0737605,540.8333333333334
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1366.6666666666667
J.M. Boillot Puligny-Montrachet Premier Cru Champ-Canet 2006,Puligny-Montrachet Premier Cru Champ-Canet,3.310976,3.6439822,1.7687975,,295.0
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2009,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,2135.0
Ornellaia Bolgheri Superiore 1999,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,453.3333333333333
Tenuta San Guido Sassicaia 1976,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,2276.666666666667
Tua Rita Redigaffi Toscana 2008,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,626.6666666666667
Trimbach Clos Sainte Hune Riesling Alsace 2005,Clos Sainte Hune Riesling Alsace,4.4354753,3.1274526,2.3837361,,825.0
Tenuta Castiglioni Giramonte Toscana 2009,Giramonte Toscana,3.096134,3.428726,2.2484422,2.872114,186.66666666666669
Valentini Montepulciano d'Abruzzo 2000,Montepulciano d'Abruzzo,3.9610875,2.8323016,1.8085397,2.9395478,996.6666666666667
Tenuta Luce Luce Brunello di Montalcino 2005,Luce Brunello di Montalcino,3.8107924,3.3707163,1.7594243,3.6287549,281.73333333333335
Château Pontet-Canet Pauillac (Grand Cru Classé) 2009,Pauillac (Grand Cru Classé),4.201068,4.22026,1.6716634,4.230456,796.6666666666666
Castello del Terriccio Lupicaia 2005,Lupicaia,3.1440911,3.582856,1.7940733,3.1133897,288.3333333333333
Castello del Terriccio Lupicaia 2004,Lupicaia,3.1440911,3.582856,1.7940733,3.1133897,341.6666666666667
Ornellaia Bolgheri Superiore 2001,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,825.8333333333333
Château de Beaucastel Châteauneuf-du-Pape 2006,Châteauneuf-du-Pape,3.1016986,4.6371837,1.724843,2.8933873,225.0
Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2001,Saint-Julien (Grand Cru Classé),4.188057,3.7862008,1.6340022,3.8746238,711.6666666666666
Querciabella Toscana Camartina 2004,Toscana Camartina,3.1647222,3.4133458,1.8209313,3.0193403,268.3333333333333
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 1999,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,1395.0
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2002,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,1195.0
Antinori Tignanello 1988,Tignanello,3.082814,3.4132028,1.7224381,2.9867094,626.6666666666667
Château Trotanoy Pomerol 2000,Pomerol,3.4038813,4.1548076,1.6839123,3.5436969,1053.3333333333333
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1060.0
Tenuta San Guido Sassicaia 1988,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,1779.1666666666665
Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2009,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.208333,3.0324185,1.896809,2.6762874,1906.6666666666667
Gaja Sperss Barolo 1989,Sperss Barolo,4.666537,3.8432937,1.6009856,4.3828244,1110.0
Valdicava Brunello di Montalcino Riserva Madonna del Piano 2001,Brunello di Montalcino Riserva Madonna del Piano,3.909161,3.4256573,1.6784105,3.7303543,697.5
Biondi-Santi Brunello di Montalcino Riserva 1998,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,926.6666666666666
Harlan Estate Harlan Estate Red 1998,Harlan Estate Red,3.8477607,4.689345,1.9023863,3.5947363,2561.6666666666665
Le Macchiole Paleo Rosso 1993,Paleo Rosso,3.181494,3.6193135,1.8423529,3.2685294,238.33333333333334
Capannelle Solare Toscana 1997,Solare Toscana,3.1583757,3.3216164,1.7018968,3.0380645,200.0
Valentini Trebbiano d'Abruzzo 2009,Trebbiano d'Abruzzo,3.9287908,3.347867,2.2671382,,560.0
Tenuta San Guido Sassicaia 2012,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,658.4
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 1997,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,1352.5
Château d'Yquem Sauternes 2005,Sauternes,4.338159,4.676008,4.8703017,,1237.7333333333333
Tenuta San Guido Sassicaia 1980,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,1281.6666666666667
Domaine Armand Rousseau Chambertin Grand Cru 2002,Chambertin Grand Cru,4.1259604,3.1480017,1.904137,2.6704326,14613.333333333334
Ceretto Barolo Bricco Rocche 2005,Barolo Bricco Rocche,4.663758,3.858728,1.5957669,4.3411164,365.0
Château Margaux Château Margaux (Premier Grand Cru Classé) 2010,Château Margaux (Premier Grand Cru Classé),4.170338,3.6746032,1.6031541,3.8258963,1436.68
Krug Vintage 2002,Vintage,4.515321,4.168281,,,1200.0
Ornellaia Bolgheri Superiore 2005,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,566.6666666666666
Biondi-Santi Brunello di Montalcino Riserva 1967,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1281.6666666666667
Ornellaia Bolgheri Superiore 2007,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,711.6666666666666
Gaja Sorì San Lorenzo 2000,Sorì San Lorenzo,4.7262807,3.8454664,1.7701341,4.219747,1039.1666666666665
Tua Rita Redigaffi Toscana 2003,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,683.3333333333334
Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2012,Pessac-Léognan (Premier Grand Cru Classé),4.228074,4.081426,1.6701751,4.236691,1480.0
Poggio Antico Altero Brunello di Montalcino 2007,Altero Brunello di Montalcino,3.8212059,3.266036,1.5881945,3.517492,150.0
Castello Romitorio Brunello di Montalcino Riserva 2007,Brunello di Montalcino Riserva,3.904977,3.1936371,1.5762314,3.6321075,225.0
Castello di Ama L'Apparita 1998,L'Apparita,3.1353738,3.4543076,1.8096386,3.0418284,420.0
Castello di Ama L'Apparita 1996,L'Apparita,3.1353738,3.4543076,1.8096386,3.0418284,383.33333333333337
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 1991,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,1786.2666666666667
Vilafonté Series C 2010,Series C,3.6215973,3.998238,1.7896918,3.3559442,98.66666666666667
Sena Aconcagua Valley 2009,Aconcagua Valley,3.1234899,4.550516,1.9092625,3.5512285,186.9333333333333
Château l'Évangile Pomerol 1990,Pomerol,3.3779693,4.1397324,1.6909002,3.4706314,548.5333333333333
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2007,Silex,3.982279,2.3829036,1.5705318,,996.6666666666667
Altesino Brunello di Montalcino  Montosoli 2007,Brunello di Montalcino  Montosoli,3.9027393,3.2557566,1.6366605,3.6159627,270.0
Château Rieussec Sauternes (Premier Grand Cru Classé) 2009,Sauternes (Premier Grand Cru Classé),4.339853,4.7666783,4.874369,,123.93333333333334
Quinta do Vale Meão Vintage Port 2007,Vintage Port,2.9216812,4.3775697,4.767169,,83.93333333333334
Château Doisy-Daëne L'Extravagant de Doisy-Daëne Sauternes 2001,L'Extravagant de Doisy-Daëne Sauternes,4.4039354,4.838194,4.980402,,1060.0
Biondi-Santi Brunello di Montalcino Riserva 1997,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1193.3333333333333
Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2001,Barolo Riserva Bricco Boschis Vigna San Giuseppe,4.575484,3.9548502,1.718982,4.4499836,530.0
Ferrari 'Giulio Ferrari' Riserva del Fondatore 1995,'Giulio Ferrari' Riserva del Fondatore,3.3285792,3.4514754,,,996.6666666666667
Ferrari 'Giulio Ferrari' Riserva del Fondatore 2010,'Giulio Ferrari' Riserva del Fondatore,3.3285792,3.4514754,,,413.3333333333333
Ornellaia Bolgheri Superiore 1993,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,598.3333333333334
Antinori Tignanello 2010,Tignanello,3.082814,3.4132028,1.7224381,2.9867094,560.0
Laurent-Perrier Brut Cuvée Champagne Rosé,Brut Cuvée Champagne Rosé,4.250294,3.850255,,,96.0
Tenuta San Guido Sassicaia 1991,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,825.0
Ornellaia Bolgheri Superiore 1987,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,825.0
Château d'Yquem Sauternes 2006,Sauternes,4.338159,4.676008,4.8703017,,793.3333333333334
Dom Pérignon Brut Champagne 2000,Brut Champagne,4.3640895,3.9627125,,,851.7733333333334
Krug Rosé,Rosé,4.410962,3.881011,,,465.3333333333333
Castello di Ama L'Apparita 2007,L'Apparita,3.1353738,3.4543076,1.8096386,3.0418284,471.6666666666667
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2009,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1552.4799999999998
Château d'Yquem Sauternes 1983,Sauternes,4.338159,4.676008,4.8703017,,1081.6666666666667
Ruinart Brut Rosé Champagne,Brut Rosé Champagne,4.180463,3.7804067,,,132.29333333333332
Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 1990,Amarone della Valpolicella Monte Lodoletta,2.235851,4.8174415,3.3512034,2.4933603,2348.333333333333
Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 2010,Amarone della Valpolicella Monte Lodoletta,2.235851,4.8174415,3.3512034,2.4933603,996.6666666666667
Château Rayas Châteauneuf-du-Pape 2004,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,3956.6666666666665
Valentini Montepulciano d'Abruzzo 2006,Montepulciano d'Abruzzo,3.9610875,2.8323016,1.8085397,2.9395478,825.0
Billecart-Salmon Blanc de Blancs Brut Champagne Grand Cru,Blanc de Blancs Brut Champagne Grand Cru,4.291068,3.7910678,,,123.93333333333334
Antinori Tenuta Guado al Tasso Bolgheri Superiore 1998,Tenuta Guado al Tasso Bolgheri Superiore,3.4173176,3.9344313,1.733469,3.8648884,355.8333333333333
Gaja Conteisa Langhe 2009,Conteisa Langhe,3.4485388,3.8180912,1.9082872,3.5828598,318.66666666666663
Marqués de Murrieta Castillo Ygay Gran Reserva Especial Tinto 2011,Castillo Ygay Gran Reserva Especial Tinto,3.7596183,3.8668091,1.7798774,3.7520678,313.33333333333337
Ca' del Bosco Cuvée Annamaria Clementi (Extra Brut) 2004,Cuvée Annamaria Clementi (Extra Brut),3.8442688,2.9408581,,,283.3333333333333
Vega Sicilia Unico 2012,Unico,3.7048488,3.8357248,1.7812482,3.419756,546.6666666666666
Château Lafite Rothschild Carruades de Lafite Pauillac 1990,Carruades de Lafite Pauillac,4.112083,4.1697683,1.6171026,4.0219874,826.3333333333334
Krug Vintage 1996,Vintage,4.515321,4.168281,,,1965.0
Pasetti Harimann Montepulciano d'Abruzzo 2001,Harimann Montepulciano d'Abruzzo,3.9217417,3.3390372,1.7084829,3.3048418,78.33333333333334
Ferrari 'Giulio Ferrari' Riserva del Fondatore 2001,'Giulio Ferrari' Riserva del Fondatore,3.3285792,3.4514754,,,711.6666666666666
Borgogno Barolo Riserva 1982,Barolo Riserva,4.5947633,3.7636836,1.5603285,4.283502,626.6666666666667
Laurent-Perrier Grand Siècle Champagne (Grande Cuvée),Grand Siècle Champagne (Grande Cuvée),4.2405996,3.8804896,,,244.9333333333333
Gaja Barbaresco 2009,Barbaresco,4.6545653,3.6966581,1.6031228,4.015384,697.5
Ornellaia Bolgheri Superiore 2009,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,626.6666666666667
Château Coutet Cuvée Madame Barsac 1989,Cuvée Madame Barsac,4.267254,4.579713,4.910492,,524.6666666666666
Avignonesi Vin Santo di Montepulciano 1989,Vin Santo di Montepulciano,4.492628,3.9921334,4.952543,,883.3333333333333
Castello di Ama L'Apparita 2010,L'Apparita,3.1353738,3.4543076,1.8096386,3.0418284,530.0
Château Tertre Roteboeuf Saint-Émilion Grand Cru 1998,Saint-Émilion Grand Cru,3.393447,4.2109156,1.7287028,3.4648895,626.6666666666667
Domaine des Lambrays Clos des Lambrays Grand Cru 2010,Clos des Lambrays Grand Cru,4.186641,2.967672,1.7482635,2.650363,1110.0
Tenuta San Guido Sassicaia 1979,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,1565.0
Gaja Sorì San Lorenzo 2003,Sorì San Lorenzo,4.7262807,3.8454664,1.7701341,4.219747,796.6666666666666
Château Trotanoy Pomerol 2009,Pomerol,3.4038813,4.1548076,1.6839123,3.5436969,825.0
La Grange des Pères Vin de Pays de l'Hérault 2011,Vin de Pays de l'Hérault,3.696465,3.884239,1.8121092,3.4815395,911.6666666666666
Biondi-Santi Brunello di Montalcino Riserva 1988,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1395.0
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2010,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,1841.9733333333334
Château Rayas Châteauneuf-du-Pape 2001,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,4526.666666666666
Gaja Sperss Barolo 1995,Sperss Barolo,4.666537,3.8432937,1.6009856,4.3828244,655.0
Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 1999,Romanée-Saint-Vivant Grand Cru (Marey-Monge),4.108734,3.0237799,1.9145561,2.5899088,13623.333333333334
Avignonesi Vin Santo di Montepulciano 1994,Vin Santo di Montepulciano,4.492628,3.9921334,4.952543,,766.6666666666667
Giacomo Conterno Barolo Cascina Francia 2010,Barolo Cascina Francia,4.5209603,3.7836592,1.6290693,4.3313737,996.6666666666667
Château Rayas Châteauneuf-du-Pape 2000,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,4355.0
Krug Collection 1989,Collection,4.5422707,4.2647123,,,2988.3333333333335
Ornellaia Bolgheri Superiore 2011,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,655.0
Ornellaia Bolgheri Superiore 2002,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,480.0
Dugat-Py Charmes-Chambertin Grand Cru 2006,Charmes-Chambertin Grand Cru,4.2005577,3.1973243,1.8818123,2.8281336,1366.6666666666667
Dom Pérignon Brut Champagne 2004,Brut Champagne,4.3640895,3.9627125,,,613.3333333333333
Opus One Opus One 2012,Opus One,3.816858,4.6327147,1.6506873,3.3543363,606.8933333333334
Louis Roederer Cristal Brut Champagne (Millésimé) 2009,Cristal Brut Champagne (Millésimé),4.416872,3.902971,,,643.3333333333333
Le Macchiole Messorio 2009,Messorio,3.0969987,3.5081158,1.9021307,3.0368488,560.0
Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2012,Grand Vin de Château Palmer (Grand Cru Classé),4.143142,3.7460737,1.696457,3.7986615,600.0
Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2010,Grand Vin de Château Palmer (Grand Cru Classé),4.143142,3.7460737,1.696457,3.7986615,1110.0
Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2011,Grand Vin de Château Palmer (Grand Cru Classé),4.143142,3.7460737,1.696457,3.7986615,626.6666666666667
Ornellaia Bolgheri Superiore 1996,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,480.0
Antinori Tignanello 2012,Tignanello,3.082814,3.4132028,1.7224381,2.9867094,441.66666666666663
Krug Clos du Mesnil 2000,Clos du Mesnil,4.546456,3.9653275,,,4128.333333333333
Biondi-Santi Brunello di Montalcino Riserva 1999,Brunello di Montalcino Riserva,3.830859,3.1464493,1.650779,3.602499,1100.0
Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 2006,Romanée-Saint-Vivant Grand Cru (Marey-Monge),4.108734,3.0237799,1.9145561,2.5899088,11658.333333333334
Pio Cesare Il Bricco Barbaresco 2010,Il Bricco Barbaresco,4.6537747,3.7309024,1.5898534,4.0229735,270.0
Emidio Pepe Montepulciano d'Abruzzo 1983,Montepulciano d'Abruzzo,3.902051,2.8639016,1.6370007,3.0102289,514.0
Fontodi Flaccianello della Pieve 2010,Flaccianello della Pieve,3.19551,3.4869254,1.7224033,3.1631904,441.66666666666663
Massolino Barolo Riserva Vigna Rionda 2007,Barolo Riserva Vigna Rionda,4.5637417,3.8219998,1.6849188,4.3764653,353.3333333333333
Château Rayas Châteauneuf-du-Pape 2005,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,4241.666666666666
Vega Sicilia Unico Reserva Especial Edición 2009,Unico Reserva Especial Edición,3.680081,3.8553479,1.8340577,3.483004,859.9333333333334
Masi Campolongo di Torbe Amarone della Valpolicella Classico 2011,Campolongo di Torbe Amarone della Valpolicella Classico,2.2195082,4.726553,3.2979991,2.3750587,311.66666666666663
Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2010,Saint-Julien (Grand Cru Classé),4.1830826,3.7725508,1.5905166,3.828993,711.6666666666666
Leonetti Cabernet Sauvignon 2001,Cabernet Sauvignon,3.8692966,3.9644887,1.5403899,3.7955115,268.3333333333333
Louis Roederer Cristal Rosé Brut Champagne (Millésimé) 2012,Cristal Rosé Brut Champagne (Millésimé),4.497997,3.900107,,,1281.6666666666667
Pétrus Pomerol 2007,Pomerol,3.3773994,4.131702,1.9707285,3.4428678,5066.666666666666
Tua Rita Redigaffi Toscana 2010,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,940.0
Leonetti Cabernet Sauvignon 2003,Cabernet Sauvignon,3.8692966,3.9644887,1.5403899,3.7955115,268.3333333333333
Marchesi di Gresy Barbaresco Gaiun Martinenga 2005,Barbaresco Gaiun Martinenga,4.591956,3.7210982,1.7287655,4.05455,328.3333333333333
Burmester Tordiz 40 Year Old Tawny Port,Tordiz 40 Year Old Tawny Port,3.2046902,4.314804,4.119861,,450.0
La Spinetta Vürsù Barolo Campè 2004,Vürsù Barolo Campè,4.5237427,3.891842,1.683044,4.385903,310.0
Ceretto Barolo Prapò 2007,Barolo Prapò,4.5526896,3.755385,1.5506328,4.2461057,275.0
Quinta do Noval Vintage Port Nacional 2001,Vintage Port Nacional,2.9584723,4.4281,4.6771097,,1536.6666666666665
Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2009,Amarone della Valpolicella Classico Riserva (Sergio Zenato),2.2202897,4.8085294,3.317101,2.303083,645.0
Château Margaux Château Margaux (Premier Grand Cru Classé) 1960,Château Margaux (Premier Grand Cru Classé),4.170338,3.6746032,1.6031541,3.8258963,1565.0
Michel Fallon Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.436636,4.291831,,,911.6666666666666
Ornellaia Bolgheri Superiore 1997,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,520.0
Roberto Voerzio Riserva vecchie viti dei Capalot e delle Brunate Barolo 2004,Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.6662955,3.8839962,2.061606,4.548084,626.6666666666667
Château l'Évangile Pomerol 1999,Pomerol,3.3779693,4.1397324,1.6909002,3.4706314,560.0
Louis Roederer Cristal Brut Champagne (Millésimé) 2012,Cristal Brut Champagne (Millésimé),4.416872,3.902971,,,711.6666666666666
Ornellaia Bolgheri Superiore 1986,Bolgheri Superiore,3.4603708,3.877706,1.788846,3.8922803,782.5
Vega Sicilia Unico 2013,Unico,3.7048488,3.8357248,1.7812482,3.419756,593.3333333333334
Valentini Montepulciano d'Abruzzo 1995,Montepulciano d'Abruzzo,3.9610875,2.8323016,1.8085397,2.9395478,1053.3333333333333
Château Lafite Rothschild Carruades de Lafite Pauillac 2010,Carruades de Lafite Pauillac,4.112083,4.1697683,1.6171026,4.0219874,972.4
Castello del Terriccio Lupicaia 2007,Lupicaia,3.1440911,3.582856,1.7940733,3.1133897,398.3333333333333
Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.382386,4.196221,1.7933086,3.5282295,1110.0
Château Rayas Châteauneuf-du-Pape 2007,Châteauneuf-du-Pape,3.0970612,4.3464823,2.080589,2.7852674,3956.6666666666665
Ceretto Barolo Brunate 2010,Barolo Brunate,4.572561,3.772506,1.640828,4.3491044,306.66666666666663
